objid              , ra              , dec                 , u       , g       , r       , i       , z       , class, redshift     , _q   , W1mag , W2mag , W3mag , W4mag, W1_W2        , u_g
1237646381005670208, 94.3081963773054, 0.12953552802338    , 20.67187, 18.42721, 17.4541 , 17.0832 , 16.83596, STAR , 1.761849e-05 ,  94.0, 12.753, 12.745, 12.331, 9.027, 0.008000374  , 2.2446599999999997
1237646381005734475, 94.470902339157 , 0.0236715350513968  , 18.13592, 16.78559, 16.25795, 16.05023, 15.90989, STAR , 0.00021445   ,  95.0, 13.915, 13.913, 12.693, 9.021, 0.001999855  , 1.3503299999999996
1237646381005799828, 94.5491984091103, 0.0308748215746155  , 18.12119, 16.87324, 16.73975, 16.72994, 16.68594, STAR , 0.000245764  ,  96.0, 13.925, 13.89 , 12.145, 8.805, 0.034999847  , 1.2479499999999994
1237646381005799970, 94.5690808782957, 0.144315937986112   , 17.63858, 16.29002, 16.13511, 16.1205 , 16.09533, STAR , 0.0001854979 ,  97.0, 13.962, 13.971, 11.954, 9.093, -0.0089998245, 1.3485600000000026
1237646381005800358, 94.6376971514504, 0.0787164299157578  , 17.34045, 15.74056, 15.44518, 15.32551, 15.21328, STAR , 0.0001542373 ,  98.0, 15.679, 15.782, 12.224, 8.586, -0.10299969  , 1.5998900000000003
1237646381005865504, 94.7317162356832, 0.0083975537424573  , 17.20487, 15.78627, 15.59535, 15.56401, 15.5107 , STAR , 0.0001465742 ,  99.0, 15.39 , 15.186, 12.345, 9.163, 0.20400047   , 1.4185999999999996
1237646381005865950, 94.7994382125381, -0.0047754466753167 , 18.92288, 17.31602, 16.51994, 16.18915, 15.93527, STAR , 0.0001501461 , 100.0, 14.453, 14.479, 12.389, 9.023, -0.026000023 , 1.6068599999999975
1237646381005931009, 94.877662700758 , 0.11927657404798    , 19.18824, 17.67874, 16.96983, 16.64219, 16.45096, STAR , 8.693254e-05 , 101.0, 15.445, 15.348, 12.246, 8.715, 0.09700012   , 1.5094999999999992
1237646381005931528, 94.9573930432007, 0.0944420934308526  , 18.82165, 17.24112, 16.92309, 16.79955, 16.68982, STAR , 0.000249237  , 102.0, 13.348, 13.364, 12.155, 8.44 , -0.016000748 , 1.580530000000003
1237646381005931565, 94.9649048078667, 0.171146873802137   , 18.34369, 16.75711, 16.39406, 16.23868, 16.09265, STAR , 0.0001646799 , 103.0, 14.39 , 14.378, 12.386, 8.378, 0.012000084  , 1.5865799999999979
1237646381005996531, 95.0304145043144, 0.0117053622062864  , 17.26985, 15.71927, 15.0098 , 14.73275, 14.5631 , STAR , 0.0001124809 , 104.0, 13.725, 13.785, 12.371, 8.684, -0.059999466 , 1.5505800000000018
1237646381006061922, 95.1919891799038, 0.0984551061859447  , 18.93206, 17.32912, 16.94967, 16.79576, 16.64974, STAR , 0.0002523138 , 105.0, 14.816, 14.76 , 12.281, 8.629, 0.055999756  , 1.6029400000000003
1237646381006062138, 95.2217680272967, 0.132189571372663   , 17.44629, 15.7842 , 15.41525, 15.279  , 15.15246, STAR , 0.0001905048 , 106.0, 15.193, 15.489, 11.938, 9.003, -0.29600048  , 1.662090000000001
1237646381006062211, 95.2326112822275, 0.149254660695973   , 18.46097, 16.96621, 16.62563, 16.4912 , 16.35231, STAR , 0.0002411922 , 107.0, 15.207, 15.353, 12.304, 8.955, -0.14599991  , 1.4947599999999994
1237646381006192696, 95.4598092706946, 0.155009358008906   , 19.57059, 16.94107, 15.50838, 14.73124, 14.4293 , STAR , 0.0002082361 , 108.0, 14.169, 14.275, 12.397, 9.149, -0.10599995  , 2.6295199999999994
1237646381006192960, 95.4503486856166, 0.137904291729089   , 17.66319, 16.67854, 16.32029, 16.16791, 16.07974, STAR , 3.989776e-05 , 109.0, 15.426, 15.428, 12.631, 8.756, -0.0020008087, 0.9846499999999985
1237646381006193445, 95.5397857672896, 0.0201080295929931  , 17.75165, 16.25298, 16.01847, 15.92379, 15.80896, STAR , 0.0001830079 , 110.0, 14.944, 15.115, 12.407, 8.681, -0.17099953  , 1.4986700000000006
1237646381006193701, 95.5486702362028, 0.173441274444664   , 18.63891, 17.23935, 16.98758, 16.88545, 16.78316, STAR , 0.0001551232 , 111.0, 15.877, 15.815, 12.55 , 8.919, 0.062000275  , 1.3995599999999975
1237646381006193717, 95.5541606405547, 0.0590357431012094  , 18.20391, 16.74014, 16.46841, 16.36043, 16.23614, STAR , 0.0001746415 , 112.0, 15.05 , 15.064, 12.369, 8.821, -0.013999939 , 1.4637700000000002
1237646381006195058, 95.5278630408906, 0.115853885217564   , 23.93868, 24.6761 , 23.17946, 21.65964, 21.36052, QSO  , 1.358579     , 114.0, 14.075, 14.153, 12.189, 8.795, -0.07800007  , -0.7374200000000002
1237646381006258294, 95.5753806517684, 0.070853972428681   , 18.56273, 17.02113, 16.75506, 16.64318, 16.54537, STAR , 0.0002844487 , 115.0, 14.669, 14.771, 12.624, 9.134, -0.10200024  , 1.541599999999999
1237646381006258308, 95.5789756033408, 0.146757423900692   , 18.23286, 16.77392, 16.5343 , 16.43328, 16.30606, STAR , 0.00023012   , 116.0, 14.15 , 14.376, 11.992, 8.417, -0.22600079  , 1.4589399999999983
1237646381006258321, 95.579609413189 , 0.167732826084559   , 18.38507, 16.90652, 16.67416, 16.56348, 16.45925, STAR , 0.0001222642 , 118.0, 14.711, 14.772, 12.199, 8.755, -0.06099987  , 1.4785499999999985
1237646381006258399, 95.5917446897626, 0.0560584892746621  , 17.22582, 16.06155, 15.90054, 15.86416, 15.80937, STAR , 0.0002137407 , 119.0, 14.584, 14.558, 11.97 , 8.973, 0.026000023  , 1.1642699999999984
1237646381006258472, 95.6000309924526, 0.0103693432607963  , 18.80851, 17.12577, 16.74938, 16.56314, 16.43053, STAR , 0.0003002042 , 120.0, 14.181, 14.104, 12.22 , 8.798, 0.076999664  , 1.682739999999999
1237646381006258641, 95.6446193154097, 0.0854232598195171  , 18.50121, 16.97919, 16.69633, 16.62845, 16.50754, STAR , 0.0002406814 , 121.0, 14.623, 14.821, 12.463, 9.029, -0.19799995  , 1.5220200000000013
1237646381006258642, 95.6767788457244, 0.120971717278873   , 19.47042, 17.64256, 16.73699, 16.28997, 16.04772, STAR , 0.000130822  , 122.0, 14.803, 14.734, 12.258, 9.047, 0.069000244  , 1.8278600000000012
1237646381006258752, 95.6234397565302, 0.171713001094257   , 17.30775, 15.98557, 15.7768 , 15.69168, 15.6004 , STAR , 0.00016973   , 123.0, 14.597, 14.704, 12.276, 8.783, -0.10700035  , 1.3221799999999995
1237646381006258900, 95.6497401650423, 0.125555738675739   , 19.15036, 17.56236, 17.24404, 17.10119, 17.0075 , STAR , 0.0001806708 , 124.0, 15.729, 16.004, 12.107, 9.029, -0.27499962  , 1.5879999999999974
1237646381006259104, 95.6964260551856, 0.107764565833031   , 17.16962, 15.74596, 15.54781, 15.45646, 15.44396, STAR , 0.0001636583 , 125.0, 14.403, 14.519, 12.534, 9.02 , -0.116000175 , 1.4236599999999981
1237646381006259151, 95.6909674294537, 0.0451830278411546  , 18.4455 , 17.05177, 16.81183, 16.72609, 16.62038, STAR , 0.0002284974 , 126.0, 12.837, 12.672, 12.549, 9.02 , 0.16499996   , 1.393729999999998
1237646381006259223, 95.6982802722233, 0.156606156359872   , 19.1222 , 17.53924, 17.23218, 17.08583, 16.98271, STAR , 0.0002983568 , 128.0, 13.745, 13.771, 12.093, 8.907, -0.026000023 , 1.58296
1237646381006259296, 95.7137307228559, 0.0751416361139297  , 18.97726, 17.42735, 17.12495, 16.98173, 16.89466, STAR , 0.0002150171 , 129.0, 14.719, 15.131, 12.617, 8.596, -0.4119997   , 1.5499100000000006
1237646381006323995, 95.7509475746159, 0.103903401408581   , 16.92759, 15.58186, 15.30209, 15.22379, 15.14716, STAR , 0.0001865128 , 130.0, 14.946, 15.039, 12.252, 8.513, -0.09299946  , 1.3457299999999979
1237646381006324499, 95.8061451378162, 0.0273405971357628  , 16.75272, 15.51711, 15.29703, 15.23165, 15.17176, STAR , 0.0001614107 , 131.0, 14.421, 14.405, 12.336, 8.553, 0.015999794  , 1.2356099999999994
1237646381006324522, 95.8086482651531, 0.0987069489904215  , 17.18238, 15.71011, 15.48307, 15.41797, 15.31925, STAR , 0.0002229937 , 132.0, 13.697, 13.702, 12.223, 9.069, -0.0050001144, 1.4722699999999982
1237646381006324535, 95.8134397775355, 0.126036538523268   , 16.78185, 15.34041, 15.12956, 15.07102, 15.0062 , STAR , 0.0003801733 , 133.0, 15.287, 15.495, 12.438, 8.982, -0.20800018  , 1.4414399999999983
1237646381006324664, 95.8307350773786, 0.0609108472142576  , 17.45745, 15.96007, 15.69033, 15.57843, 15.53888, STAR , 0.0001227653 , 135.0, 13.501, 13.522, 12.578, 8.846, -0.020999908 , 1.4973800000000015
1237646381006324805, 95.853820626754 , 0.0157086610024192  , 17.73074, 16.01662, 15.34449, 14.95346, 14.89409, STAR , 0.0002827061 , 137.0, 14.209, 14.197, 12.098, 8.773, 0.012000084  , 1.7141200000000012
1237646381006389589, 95.9037530937187, 0.16063162171295    , 17.72739, 16.17566, 15.89201, 15.79013, 15.65901, STAR , 0.0001850987 , 138.0, 14.747, 14.787, 12.205, 9.143, -0.03999996  , 1.5517299999999992
1237646381006389630, 95.9100340966739, 0.107922772882822   , 18.94807, 17.38408, 17.09538, 16.99459, 16.90724, STAR , 0.0002318178 , 139.0, 14.901, 14.89 , 12.718, 8.95 , 0.01099968   , 1.5639900000000004
1237646381006389691, 95.9223599312336, 0.0146222755213716  , 17.62615, 15.97411, 15.53467, 15.36438, 15.26753, STAR , 0.0002204991 , 140.0, 13.368, 13.396, 12.6  , 8.954, -0.027999878 , 1.6520399999999995
1237646381006389841, 95.9275839688439, 0.0883618090983791  , 18.12565, 16.52431, 16.07228, 15.90373, 15.86214, STAR , 0.0003070428 , 141.0, 14.836, 14.794, 12.725, 8.884, 0.04200077   , 1.6013400000000004
1237646381006390135, 95.9639748982843, 0.0017583540313701  , 17.98304, 16.55671, 16.31319, 16.23309, 16.14896, STAR , 0.0001994189 , 142.0, 13.93 , 13.956, 12.382, 9.037, -0.026000023 , 1.42633
1237646381006454907, 96.0266054338618, 0.151579829462395   , 18.27947, 16.74416, 16.43457, 16.31376, 16.23225, STAR , 8.153974e-05 , 143.0, 14.905, 14.752, 12.64 , 8.958, 0.15299988   , 1.535309999999999
1237646381006455083, 96.0475917154012, 0.163700504057932   , 17.84342, 16.29073, 16.01213, 15.91367, 15.81684, STAR , 0.0001180234 , 144.0, 12.988, 12.861, 12.085, 8.927, 0.12699986   , 1.5526899999999983
1237646381006455225, 96.0649604580054, 0.15037703415232    , 18.39165, 16.82291, 16.53263, 16.41254, 16.31835, STAR , 0.0001637787 , 145.0, 15.646, 15.687, 12.11 , 9.183, -0.041000366 , 1.5687399999999982
1237646381006455283, 96.0721633021896, 0.0742974568252768  , 18.62698, 17.06061, 16.76684, 16.66219, 16.55945, STAR , 0.0002343084 , 148.0, 14.82 , 14.679, 12.74 , 8.924, 0.1409998    , 1.5663699999999992
1237646381006455537, 96.1077043709664, 0.0654613638506054  , 18.69965, 17.15534, 16.86321, 16.75958, 16.68144, STAR , 0.0001663165 , 149.0, 14.525, 14.554, 12.545, 9.239, -0.029000282 , 1.5443099999999994
1237646381006455596, 96.1145762743163, 0.111858907311136   , 17.23121, 15.63144, 15.25236, 15.10505, 14.9988 , STAR , 0.0001234048 , 152.0, 13.413, 13.373, 12.183, 8.647, 0.03999996   , 1.5997700000000012
1237646381006455670, 96.1261715621289, 0.059732815875642   , 18.8985 , 17.37261, 17.09324, 16.98644, 16.8886 , STAR , 0.000243689  , 155.0, 15.157, 15.435, 12.358, 8.975, -0.27800083  , 1.5258899999999969
1237646381006455943, 96.1527030706325, 0.0622869448594012  , 17.05829, 15.59723, 15.35431, 15.27728, 15.19143, STAR , 0.0001627101 , 156.0, 14.255, 14.312, 12.753, 8.706, -0.05700016  , 1.4610599999999998
1237646381006520463, 96.1861033276709, 0.0033150911898781  , 17.90403, 16.45145, 16.0192 , 15.93406, 15.9343 , STAR , 0.0002371422 , 157.0, 13.473, 13.456, 12.479, 9.107, 0.016999245  , 1.4525799999999975
1237646381006521417, 96.2936736797099, 0.0971143912808529  , 17.66338, 16.20645, 15.93284, 15.83815, 15.74803, STAR , 0.0001746269 , 159.0, 13.978, 14.072, 12.188, 8.924, -0.09399986  , 1.4569299999999998
1237646381542474291, 94.1511845302403, 0.556955115212064   , 18.55815, 17.13832, 16.46642, 16.1782 , 16.00801, STAR , 0.0001187809 , 160.0, 15.075, 15.286, 12.528, 8.907, -0.21100044  , 1.419830000000001
1237646381542474437, 94.1628268241914, 0.595549416083305   , 18.19262, 17.05079, 16.9535 , 16.97508, 16.99701, STAR , 0.0001550678 , 161.0, 14.364, 14.408, 12.688, 9.08 , -0.043999672 , 1.1418300000000023
1237646381542474690, 94.1935054299461, 0.545910673185178   , 17.16965, 15.7302 , 15.58151, 15.56168, 15.50965, STAR , 0.0002347251 , 163.0, 14.285, 14.222, 12.541, 8.814, 0.062999725  , 1.4394500000000008
1237646381542474880, 94.2159349286784, 0.434180601478829   , 16.48391, 15.08721, 14.97626, 14.98688, 14.97489, STAR , 0.0002343842 , 164.0, 15.546, 15.734, 12.639, 8.916, -0.18800068  , 1.396700000000001
1237646381542539423, 94.2435008076682, 0.447088131843821   , 17.21898, 16.08286, 16.01093, 16.03192, 16.02211, STAR , 0.0002130954 , 165.0, 14.284, 14.665, 12.489, 9.12 , -0.38099957  , 1.1361199999999982
1237646381542539667, 94.312292670692 , 0.487439591191963   , 16.75434, 15.33976, 15.09668, 15.02321, 14.91764, STAR , 0.0002426681 , 166.0, 14.253, 14.308, 12.511, 9.224, -0.05499935  , 1.414579999999999
1237646381542605200, 94.3981971082463, 0.528090171464608   , 17.6998 , 16.30684, 16.17695, 16.16349, 16.13144, STAR , 0.0001553879 , 167.0, 13.169, 13.182, 11.995, 8.603, -0.013000488 , 1.3929599999999986
1237646381542605459, 94.4306870404043, 0.526164707612854   , 17.69855, 16.16307, 15.91368, 15.85118, 15.78498, STAR , 0.000187253  , 168.0, 14.944, 15.015, 12.63 , 8.952, -0.0710001   , 1.5354799999999997
1237646381542605772, 94.4713463840708, 0.486650679237223   , 18.36908, 16.86589, 16.63318, 16.57109, 16.51841, STAR , 0.0001693433 , 169.0, 14.441, 14.434, 12.19 , 8.843, 0.0069999695 , 1.50319
1237646381542605880, 94.4839210957472, 0.592524471938753   , 17.70008, 16.14758, 15.92199, 15.86182, 15.79181, STAR , 0.0001899392 , 170.0, 14.091, 14.06 , 12.373, 8.884, 0.030999184  , 1.5524999999999984
1237646381542606068, 94.503046897663 , 0.475851472446476   , 18.96574, 17.49392, 16.80027, 16.5846 , 16.32055, STAR , 2.155267e-05 , 171.0, 16.9  , 15.252, 12.538, 8.702, 1.6479998    , 1.471820000000001
1237646381542606175, 94.5133546866028, 0.566978918127636   , 18.8781 , 17.18946, 16.36462, 16.03709, 15.80739, STAR , 0.0001020554 , 172.0, 15.148, 14.943, 11.948, 8.829, 0.20499992   , 1.6886399999999995
1237646381542608392, 94.3742939802875, 0.462508423001391   , 24.89331, 24.84063, 24.07477, 21.93128, 20.56525, QSO  , 0.2051562    , 173.0, 15.751, 14.437, 11.011, 8.847, 1.3140001    , 0.05267999999999873
1237646381542670881, 94.5973109777286, 0.500819199945047   , 18.80745, 17.31809, 17.08153, 17.01195, 16.92199, STAR , 0.000251916  , 174.0, 16.702, 17.208, 12.618, 8.946, -0.5060005   , 1.4893599999999978
1237646381542671165, 94.6418898692204, 0.45308822895645    , 20.07667, 18.26777, 17.52306, 17.19679, 16.90737, STAR , -4.935904e-05, 175.0, 13.494, 13.572, 12.447, 9.078, -0.077999115 , 1.8089000000000013
1237646381542671295, 94.6622934501228, 0.559812995487089   , 17.9974 , 16.56571, 16.34072, 16.27827, 16.17252, STAR , 0.0001765038 , 176.0, 13.622, 13.659, 12.001, 8.725, -0.037000656 , 1.4316899999999997
1237646381542671504, 94.5382877945318, 0.581610869462228   , 19.4468 , 17.49869, 16.64163, 16.32379, 16.10441, STAR , 0.0001511302 , 177.0, 15.16 , 15.066, 12.399, 8.798, 0.09399986   , 1.9481099999999998
1237646381542736528, 94.7565956627187, 0.545980638989672   , 18.39291, 16.89005, 16.64779, 16.57342, 16.45864, STAR , 0.000184656  , 178.0, 16.36 , 15.845, 12.363, 9.199, 0.51500034   , 1.5028600000000019
1237646381542736533, 94.7595230343042, 0.489206288763129   , 17.41394, 15.82041, 15.54785, 15.44004, 15.32297, STAR , 0.0001541026 , 180.0, 15.117, 15.145, 12.229, 8.576, -0.028000832 , 1.5935299999999994
1237646381542736734, 94.7815762683602, 0.469236414128641   , 17.92325, 16.08336, 15.24429, 14.97743, 14.68391, STAR , 0.0001654671 , 186.0, 14.574, 15.484, 12.429, 8.598, -0.90999985  , 1.8398900000000005
1237646381542736879, 94.8014459848965, 0.480031064486231   , 18.00599, 16.59239, 15.96268, 15.68571, 15.48704, STAR , 0.000248549  , 187.0, 13.584, 13.852, 12.442, 8.97 , -0.2680006   , 1.4135999999999989
1237646381542737163, 94.6855537227553, 0.597225491033228   , 19.17918, 17.62022, 16.81505, 16.45292, 16.17883, STAR , 0.0001982028 , 188.0, 13.135, 13.187, 11.927, 7.509, -0.052000046 , 1.558959999999999
1237646381542739110, 94.805476095579 , 0.57381261098273    , 24.32044, 24.56813, 23.1061 , 21.31996, 20.28282, STAR , 0.0001174487 , 189.0, 12.948, 12.851, 12.558, 8.691, 0.09700012   , -0.24768999999999863
1237646381542801444, 94.826607809945 , 0.511579298093899   , 17.24014, 15.74588, 15.49622, 15.42726, 15.36728, STAR , 0.000153377  , 190.0, 16.576, 16.765, 12.412, 9.022, -0.18899918  , 1.4942600000000006
1237646381542801759, 94.8832123904781, 0.52881061637002    , 19.06549, 17.41749, 17.04866, 16.9136 , 16.79453, STAR , 0.0001614082 , 192.0, 14.263, 14.45 , 12.451, 8.705, -0.18700027  , 1.6479999999999997
1237646381542802123, 94.9372490973562, 0.426849837907164   , 16.83226, 15.54497, 15.32333, 15.29553, 15.22289, STAR , 6.809406e-05 , 194.0, 15.67 , 15.47 , 12.332, 9.04 , 0.19999981   , 1.2872900000000023
1237646381542802267, 94.9502743874924, 0.49099346607988    , 18.60203, 17.0015 , 16.70114, 16.58815, 16.47389, STAR , 0.0001914188 , 195.0, 15.443, 15.247,  9.806, 7.852, 0.1960001    , 1.6005299999999991
1237646381542867136, 94.9862754512408, 0.462755207549653   , 19.01501, 17.34647, 17.01908, 16.88875, 16.76277, STAR , 0.0001588139 , 196.0, 15.16 , 15.159, 12.386, 9.051, 0.0009994507 , 1.6685400000000001
1237646381542867245, 95.0026284063513, 0.439155170285912   , 18.96944, 17.39834, 17.09692, 16.97927, 16.86172, STAR , 0.0002487723 , 197.0, 15.538, 15.584, 12.116, 9.037, -0.045999527 , 1.5710999999999977
1237646381542867499, 95.0390882199215, 0.435116095245814   , 20.13819, 18.09067, 16.9976 , 16.55582, 16.33654, STAR , -8.149099e-05, 199.0, 15.449, 15.281, 12.313, 8.776, 0.16800022   , 2.0475200000000022
1237646381542868470, 95.0703330885808, 0.466088975066481   , 19.65513, 17.99399, 17.25031, 16.85263, 16.60446, STAR , 0.0002308089 , 200.0, 13.678, 13.475, 12.625, 8.841, 0.20300007   , 1.6611399999999996
1237646381542933213, 95.2384877550966, 0.522283042115887   , 18.50328, 16.80843, 16.37821, 16.19013, 16.00962, STAR , 4.413321e-06 ,   1.0, 14.31 , 14.434, 12.224, 8.89 , -0.123999596 , 1.6948499999999989
1237646381542933841, 95.1828774784154, 0.516150261108551   , 20.06654, 18.16579, 17.11072, 16.58266, 16.23191, STAR , 8.26679e-05  ,   2.0, 16.292, 16.578, 12.31 , 8.537, -0.2859993   , 1.9007499999999986
1237646381542998673, 95.3890671359407, 0.578667738413553   , 19.26527, 17.52949, 17.07929, 16.89643, 16.70403, STAR , 0.0001540117 ,   3.0, 12.496, 12.307, 11.771, 9.106, 0.18900013   , 1.7357800000000019
1237646381543063592, 95.4309544571045, 0.514858133159318   , 18.69613, 17.11757, 16.72629, 16.55408, 16.39483, STAR , 0.0001532753 ,   4.0, 16.181, 15.968, 12.147, 8.757, 0.21299934   , 1.5785599999999995
1237646381543063809, 95.4631234794383, 0.423128145804491   , 18.58406, 17.00747, 16.70864, 16.62575, 16.49165, STAR , 0.0002058098 ,   6.0, 16.122, 16.722, 12.148, 9.082, -0.6000004   , 1.5765899999999995
1237646381543063904, 95.4837355583199, 0.528364760653242   , 19.10814, 17.47881, 16.89779, 16.6436 , 16.50154, STAR , 0.0001795616 ,   7.0, 16.109, 15.932, 11.77 , 8.762, 0.17699909   , 1.6293299999999995
1237646381543063953, 95.4834144223355, 0.561495602677396   , 19.49383, 17.83158, 17.28235, 17.0308 , 16.85097, STAR , 0.0001145711 ,   8.0, 12.871, 12.908, 12.197, 9.134, -0.036999702 , 1.6622500000000002
1237646381543064354, 95.5444339927933, 0.420394169586439   , 18.66563, 17.22367, 16.95071, 16.85968, 16.81009, STAR , 0.0001397604 ,  10.0, 16.086, 15.59 , 10.747, 8.741, 0.4960003    , 1.4419600000000017
1237646381543064393, 95.5511797113458, 0.594169265902921   , 17.25711, 15.61862, 15.26411, 15.12534, 15.23013, STAR , 0.0002285854 ,  11.0, 15.793, 15.916, 11.353, 8.645, -0.123000145 , 1.638490000000001
1237646381543065258, 95.4961657036735, 0.588381202029488   , 19.45985, 17.74878, 17.23679, 17.00379, 16.80161, STAR , 0.0001165997 ,  12.0, 12.772, 12.36 , 10.953, 8.576, 0.41200066   , 1.7110699999999994
1237646381543129222, 95.5930798451463, 0.519759329022043   , 18.95968, 17.4355 , 17.08788, 16.93121, 16.77718, STAR , 0.0001946745 ,  16.0, 16.184, 16.088, 12.475, 8.976, 0.09600067   , 1.5241799999999976
1237646381543129429, 95.6287162351304, 0.552083069138377   , 18.25908, 16.96885, 16.6038 , 16.46867, 16.32395, STAR , 0.0002259272 ,  17.0, 15.358, 15.44 , 12.017, 9.041, -0.08199978  , 1.290230000000001
1237646381543129698, 95.6781346620572, 0.450295139525871   , 18.32321, 16.6338 , 16.23536, 16.06621, 15.9324 , STAR , 0.0001303633 ,  18.0, 15.251, 15.507, 12.529, 8.845, -0.25599957  , 1.6894099999999987
1237646381543129759, 95.6871881732179, 0.568587038772158   , 18.63447, 16.81266, 16.2981 , 16.07833, 15.87862, STAR , 0.0001054688 ,  19.0, 14.824, 14.745, 11.469, 8.589, 0.07900047   , 1.8218099999999993
1237646381543130571, 95.6443342564178, 0.489594902243275   , 25.19478, 24.53414, 22.96204, 22.0908 , 21.09888, QSO  , 1.467435     ,  20.0, 14.643, 14.663, 12.759, 9.117, -0.020000458 , 0.6606400000000008
1237646381543195267, 95.8435401955412, 0.560050033478404   , 18.25515, 16.49706, 15.61909, 15.16848, 14.88882, STAR , 0.0002240925 ,  21.0, 13.994, 13.998, 12.14 , 8.518, -0.00399971  , 1.7580899999999993
1237646381543260744, 95.955502461423 , 0.420125114113739   , 17.36212, 15.9069 , 15.5216 , 15.35418, 15.20343, STAR , 0.0001479294 ,  22.0, 11.994, 11.94 , 10.352, 8.68 , 0.054000854  , 1.4552200000000006
1237646381543261157, 96.0081408448401, 0.520645977800977   , 18.6527 , 17.6822 , 19.21713, 16.95719, 16.39001, STAR , 0.0002024669 ,  23.0, 13.732, 13.684, 12.731, 8.848, 0.048000336  , 0.9704999999999977
1237646381543325835, 96.0277899893366, 0.509547308750141   , 17.27788, 15.63853, 15.29246, 15.15025, 15.025  , STAR , 0.0001915002 ,  24.0, 14.128, 14.053, 12.458, 8.744, 0.07499981   , 1.6393500000000003
1237646381543325839, 96.0290253169294, 0.589748098353904   , 17.61158, 15.86968, 15.39163, 15.18249, 15.02199, STAR , 0.0001121919 ,  25.0, 14.516, 14.224, 12.164, 8.929, 0.29199982   , 1.7418999999999993
1237646381543325905, 96.0367048892692, 0.468477888512144   , 18.80263, 17.18342, 16.77893, 16.59879, 16.44357, STAR , 0.0001164337 ,  26.0, 13.958, 13.91 , 12.655, 8.971, 0.048000336  , 1.619209999999999
1237646381543325913, 96.0372519390972, 0.558609201142098   , 18.79584, 17.11262, 16.69115, 16.51002, 16.334  , STAR , 0.0001153387 ,  27.0, 14.886, 14.883, 12.808, 9.049, 0.0029993057 , 1.6832199999999986
1237646381543326009, 96.0488796388335, 0.580537950140737   , 17.75344, 16.01047, 15.51287, 15.29505, 15.12461, STAR , 0.0001128637 ,  28.0, 15.513, 15.708, 11.922, 9.002, -0.19500065  , 1.7429699999999997
1237646381543326287, 96.115938916009 , 0.56963957528897    , 18.93719, 16.56962, 15.48036, 15.06133, 14.81821, STAR , 0.0001179317 ,  29.0, 11.788, 11.722, 11.968, 8.981, 0.065999985  , 2.3675700000000006
1237646381543326542, 96.1220390120005, 0.522093903175131   , 17.64937, 15.97161, 15.56323, 15.38022, 15.24003, STAR , 0.0002101202 ,  30.0, 14.156, 14.131, 12.713, 8.812, 0.025000572  , 1.677760000000001
1237646381543326601, 96.1294740164279, 0.463706637193709   , 17.80049, 16.07006, 15.59613, 15.39318, 15.23292, STAR , 0.0001405183 ,  31.0, 12.565, 12.499, 12.068, 8.28 , 0.065999985  , 1.7304299999999984
1237646381543326833, 96.1680877224072, 0.523330492277746   , 17.59094, 15.94305, 15.5397 , 15.36399, 15.19598, STAR , 8.0479e-05   ,  32.0, 14.001, 13.976, 12.563, 8.805, 0.025000572  , 1.6478900000000003
1237646381543327292, 96.0625994980127, 0.438141352562931   , 19.5185 , 17.76141, 17.28286, 17.06664, 16.90568, STAR , 0.0001336562 ,  33.0, 13.583, 13.675, 12.643, 8.88 , -0.09200001  , 1.757089999999998
1237646381543327768, 96.1338671585869, 0.489714414434236   , 19.35614, 17.61792, 17.14062, 16.90602, 16.75252, STAR , 5.843689e-05 ,  34.0, 12.848, 12.79 , 11.907, 8.578, 0.05799961   , 1.7382199999999983
1237646381543391529, 96.2076283489612, 0.525075427316767   , 17.98662, 16.31779, 15.93669, 15.77361, 15.65163, STAR , 0.0001245889 ,  35.0, 13.065, 12.87 , 11.644, 8.888, 0.1949997    , 1.6688299999999998
1237646381543391575, 96.2143318991923, 0.548006884557034   , 18.97108, 17.36816, 17.00725, 16.84802, 16.69489, STAR , 0.0001802205 ,  36.0, 11.289, 11.169, 12.124, 9.043, 0.119999886  , 1.602920000000001
1237646381543391583, 96.2186812662808, 0.501829752945116   , 17.8195 , 16.23672, 15.8719 , 15.69587, 15.52072, STAR , 8.23997e-05  ,  37.0, 13.495, 13.364, 12.579, 8.359, 0.13099957   , 1.5827800000000032
1237646381543391627, 96.224233544456 , 0.579467036655778   , 18.17291, 16.53512, 16.09147, 15.95605, 15.76946, STAR , 0.0001806021 ,  38.0, 14.566, 14.587, 11.831, 8.665, -0.020999908 , 1.6377900000000025
1237646381543391669, 96.2348983875229, 0.423975693009173   , 17.25586, 15.61591, 15.23917, 15.08549, 14.96183, STAR , -7.224854e-06,  39.0, 14.891, 14.884, 12.367, 8.852, 0.0069999695 , 1.639949999999999
1237646381543392145, 96.2904042965798, 0.51442542750108    , 18.98555, 17.5356 , 16.88702, 16.57191, 16.35599, STAR , -3.101612e-05,  40.0, 14.314, 14.258, 12.441, 9.017, 0.055999756  , 1.4499500000000012
1237646381543392238, 96.3033112268421, 0.573874421284123   , 18.77757, 17.19927, 16.88318, 16.74328, 16.62185, STAR , 0.0001470337 ,  41.0, 15.392, 15.394, 12.325, 8.707, -0.001999855 , 1.5783000000000023
1237646381543392348, 96.3154846881067, 0.492193177473806   , 18.74846, 17.1299 , 16.80702, 16.66729, 16.58632, STAR , 4.683716e-05 ,  42.0, 15.526, 15.499, 12.327, 8.912, 0.027000427  , 1.6185600000000022
