objid,ra,dec,u,g,r,i,z,class,redshift,W1mag,W2mag,W1_W2,u_g,parallax,pmra,pmde
1237648720690807076,173.080019886352,-0.624728652179359,19.52826,18.10853,17.59705,17.3893,17.29384,STAR,0.0004200708,15.782,15.853,-0.07099999999999973,1.4197300000000013,0.4105,-1.903,-7.737
1237651212826640629,261.787546018448,53.1889057373661,20.15756,20.06868,20.02812,19.64951,19.50863,QSO,1.808317,16.171,14.983,1.1879999999999988,0.08887999999999963,-0.0158,0.189,0.229
1237651252041089033,212.162504658505,63.1001535138788,17.2294,17.14672,17.03867,16.96622,16.64606,QSO,0.2606139,12.965,12.033,0.9320000000000004,0.08267999999999986,0.0146,-0.049,0.119
1237649954405023976,23.2031069695004,14.6909061785902,19.63296,19.12647,18.93458,18.62593,18.32197,QSO,0.4829471,14.292,13.35,0.9420000000000002,0.5064899999999994,0.4417,-2.474,-0.89
1237651252053541148,249.530993560338,44.0971252908978,20.09419,19.46193,19.37325,19.36937,19.3522,QSO,2.686248,16.548,15.47,1.0779999999999976,0.6322600000000023,-0.1456,-0.077,0.024
1237651702451011809,127.23043971122,52.8125328834951,22.31631,19.86415,18.94377,18.65628,18.42611,STAR,-4.077281e-05,16.473,16.742,-0.2690000000000019,2.452160000000003,0.2389,2.186,-5.864
1237651271905116393,209.870373139382,64.6335990337733,20.24789,19.63871,19.53762,19.47675,19.24022,QSO,2.573871,16.6,15.377,1.2230000000000008,0.609180000000002,-0.2428,-0.023,0.281
1237651539251691571,200.237608180805,67.0805882030886,17.50891,15.84848,15.3019,15.1363,15.09771,STAR,-0.0001698577,13.786,13.834,-0.04800000000000004,1.6604299999999999,0.7326,3.52,-8.371
1237651250946965587,126.602117431228,48.2348609415761,18.79731,17.4455,16.90074,16.68764,16.61063,STAR,-0.0001035012,15.262,15.471,-0.20899999999999963,1.3518100000000004,0.4771,-1.651,-7.534
1237651252043710532,223.341426370185,60.1576743869517,16.95282,15.62412,16.24039,14.89724,14.76222,STAR,-0.0002669896,13.355,13.391,-0.03599999999999959,1.3286999999999995,0.8458,-0.205,-5.499
1237651702450749772,126.687835090936,52.2880864241992,20.97071,20.65292,20.48661,20.32196,20.39964,QSO,2.10698,17.167,16.208,0.9590000000000032,0.3177899999999987,0.0401,0.254,0.046
1237651273498755124,129.641195285673,54.7711182827881,18.10579,16.86667,16.42038,16.26777,16.20113,STAR,-0.0002524038,14.948,14.973,-0.025000000000000355,1.2391199999999998,0.5097,1.239,0.803
1237648705130856504,221.984190352131,0.446387395963864,17.50681,16.05808,15.52935,15.36461,15.28286,STAR,-3.774953e-05,13.9,14.087,-0.1869999999999994,1.4487300000000012,0.6937,8.101,-16.499
1237648704577798195,185.001255510948,0.0697238291079429,18.85351,17.97745,17.6112,17.45679,17.40576,STAR,-0.0006761952,16.153,16.355,-0.20200000000000173,0.876059999999999,0.3534,-9.121,-15.149
1237651539250315354,192.080243484436,67.7516366732285,20.73392,18.04252,16.88431,16.45519,16.23265,STAR,-0.0001641064,14.33,14.39,-0.0600000000000005,2.6914000000000016,1.1095,11.31,-4.604
1237651203158114391,199.527619175669,-0.550068955611301,17.14609,15.91915,15.90433,15.92541,15.9782,STAR,0.0001051087,14.769,14.604,0.16500000000000092,1.2269400000000008,0.0518,-3.017,-4.411
1237651067347861536,157.154855258903,63.046845185569,17.18107,16.72838,16.34394,15.85273,15.7764,QSO,0.08034153,12.587,11.871,0.7159999999999993,0.45268999999999693,-0.1462,0.091,-0.049
1237648721219616960,154.613079116234,-0.0023673550205671,19.73604,19.52425,19.28461,19.33696,19.43435,QSO,0.9787636,15.633,14.549,1.0839999999999996,0.2117900000000006,0.351,0.476,-0.064
1237648705131249779,222.933967786532,0.432157455273946,18.23652,17.03079,16.52341,16.28072,16.18811,STAR,0.0001229305,14.639,14.689,-0.05000000000000071,1.205729999999999,0.1072,0.752,-10.706
1237651191889920359,120.319399495111,43.3006067091234,20.24387,19.04128,18.49331,18.3716,18.07143,QSO,2.481661,14.923,13.77,1.1530000000000005,1.2025900000000007,0.1641,0.357,0.444
1237648704586449146,204.742470393457,0.197671591253439,21.60114,20.36942,20.14451,20.66103,20.15219,QSO,2.966756,16.548,15.955,0.5929999999999982,1.2317199999999993,0.2055,-0.348,-0.081
1237651252026540374,141.314656461199,58.2408613485608,22.53697,21.64121,21.20394,20.67161,20.60391,QSO,1.56909,16.598,15.19,1.4079999999999995,0.8957599999999992,-0.4636,-1.631,-0.615
1237651272415707842,113.314462831473,36.5808778247901,21.06595,19.92693,19.70486,19.43566,19.43738,STAR,-0.0001027672,17.18,16.915,0.26500000000000057,1.1390200000000021,0.003,0.625,-1.452
1237651250409570473,125.993348603618,47.0272433523044,17.63044,16.48584,16.12666,15.99623,15.96056,STAR,-6.055235e-05,14.774,14.89,-0.11600000000000144,1.1446000000000005,0.3502,-0.012,-2.39
1237651252560330972,131.662571259044,53.8050593634633,19.2784,18.89081,19.03829,18.92052,19.08712,QSO,0.5527605,14.9,13.89,1.0099999999999998,0.387590000000003,0.0819,-0.227,0.213
1237651251485475007,129.926540855518,51.3951296955961,19.90574,19.9095,19.56694,19.60482,19.49726,QSO,1.104715,15.503,14.265,1.2379999999999995,-0.0037599999999997635,-0.4516,-0.509,-0.115
1237650369414496681,194.420355070236,-3.45674001199711,22.58497,20.26434,19.96026,19.79094,19.70117,QSO,3.206618,16.654,15.891,0.7629999999999999,2.3206299999999978,0.6975,0.998,0.497
1237651066811777041,161.273215528449,63.3105870419372,18.48236,17.398,17.02022,16.88488,16.82892,STAR,-0.0001205604,15.509,15.619,-0.10999999999999943,1.0843600000000002,0.2835,1.592,-1.311
1237651702450815619,126.755133840046,52.4461118651787,22.87812,22.05514,20.10491,18.97582,18.31544,STAR,1.706291e-05,16.736,16.756,-0.019999999999999574,0.8229799999999976,0.9475,-0.896,1.464
1237651252559282470,129.127577887576,51.9787916477693,21.1514,20.89666,20.68934,20.318,20.41812,QSO,1.727697,16.426,15.729,0.6969999999999992,0.2547399999999982,0.7429,0.11,-1.04
1237651066813677708,170.660164247863,64.563091160306,20.09126,19.10232,18.75467,18.6039,18.53437,STAR,-0.000802747,17.289,17.241,0.04800000000000182,0.9889399999999995,0.166,3.123,-10.622
1237651252043382905,222.090200611107,60.6795655028585,19.54371,18.66553,18.30548,18.17932,18.15954,STAR,-0.0007879501,17.009,17.02,-0.010999999999999233,0.8781800000000004,0.1752,-7.989,-5.063
1237648720697425976,188.164672077719,-0.603090171028336,18.9562,18.43491,18.3417,18.34074,18.21215,QSO,2.533619,15.582,14.364,1.218,0.5212900000000005,0.0432,-0.027,0.076
1237651212287148115,258.03100482845,58.7984692395628,17.9987,18.03116,17.94298,17.97255,17.53605,QSO,0.2692253,13.24,12.124,1.1159999999999997,-0.03246000000000038,-0.0756,0.066,0.341
1237651701915189250,130.424762019234,54.331338651535,18.17586,16.58717,15.97704,15.77381,15.68975,STAR,-0.0001246155,14.248,14.303,-0.05500000000000149,1.5886899999999997,0.7499,-1.619,-0.453
1237648704577798233,185.065069513291,0.142442894170629,18.75478,17.58247,17.08046,16.87063,16.75911,STAR,-0.0005032555,15.439,15.42,0.019000000000000128,1.1723099999999995,0.1111,-0.006,-7.688
1237651066813743353,171.045673820489,64.6067746093646,20.03771,20.1716,19.93303,19.85008,19.85661,QSO,1.379074,16.338,15.216,1.1220000000000017,-0.13389000000000095,-0.8149,0.689,0.086
1237651252588839623,246.96012047756,47.2780649251328,24.65835,21.83452,20.55125,20.05523,19.55522,STAR,-0.0003333072,17.842,17.94,-0.09800000000000253,2.8238299999999974,-0.0678,-4.866,-0.328
1237651701914796187,129.452203566763,53.6623958685918,19.0163,17.52638,16.9431,16.71902,16.6288,STAR,-0.0002293819,14.985,14.858,0.1269999999999989,1.4899200000000015,0.5093,-0.277,1.181
1237651251490324746,144.378021662745,58.7600573309287,21.0575,20.56853,20.66647,20.50764,20.29876,QSO,2.176441,15.916,15.162,0.7539999999999996,0.4889700000000019,-0.8025,0.098,0.098
1237650371552542755,172.817839771993,-1.7414354374858,17.74806,16.48055,15.94341,15.70463,15.58713,STAR,0.0002657766,14.093,14.131,-0.038000000000000256,1.267509999999998,0.0992,-1.748,-2.416
1237651251490586776,145.149176897578,59.2230860064046,19.79046,19.78123,19.65189,19.64105,19.90826,QSO,1.374742,16.243,14.891,1.3519999999999985,0.00922999999999874,0.8288,0.267,0.417
1237648721219420331,154.113909730443,-0.120721175831957,20.07919,19.17459,18.58455,18.15103,17.95416,QSO,0.09443147,14.784,13.711,1.0730000000000004,0.9046000000000021,-0.2001,-0.264,0.327
1237648705130332206,220.810203916251,0.632124421886805,19.49442,17.99958,17.41921,17.21484,17.10793,STAR,-0.0001348679,15.715,15.568,0.14700000000000024,1.49484,0.4142,3.572,-6.448
1237651272415641633,113.207474969909,36.4693901434198,18.17225,17.0253,16.6635,16.56419,16.53112,STAR,8.323201e-05,15.422,15.465,-0.04299999999999926,1.1469499999999968,0.4187,-2.548,-2.817
1237648705656848539,197.1693395297,0.874348031921521,20.23333,19.66216,19.72996,19.37888,19.14792,QSO,0.6538696,14.714,14.05,0.6639999999999997,0.5711699999999986,0.3955,-0.516,0.878
1237651250405966069,119.106782595064,40.4569935392028,20.36784,18.97458,18.43139,18.17801,17.98679,STAR,-0.0001568043,16.152,16.559,-0.40700000000000003,1.3932600000000015,0.3789,-0.678,-1.841
1237651067350024214,167.672529152363,64.7252329046921,19.88411,18.57842,18.1015,17.94113,17.81714,STAR,-0.0004598457,16.434,17.224,-0.7899999999999991,1.3056899999999985,0.2192,-0.129,-4.561
1237648722290540752,148.166767127572,0.726391972635646,21.85774,19.19735,17.9402,17.4306,17.23153,STAR,7.043976e-05,15.175,15.388,-0.2129999999999992,2.6603899999999996,0.6983,-6.035,-5.225
1237649919507693635,27.0108120316734,13.6322258902819,20.93882,20.42886,20.30243,20.09041,19.6848,QSO,0.851167,15.297,14.601,0.6959999999999997,0.5099599999999995,-0.3354,-2.972,-0.728
1237651066813874400,171.841804523652,64.6977044888965,19.49875,17.03723,15.99222,15.65368,15.48991,STAR,4.838348e-05,13.692,13.825,-0.13299999999999912,2.46152,1.2415,-4.507,6.364
1237650762924490789,173.330747010859,-1.55735900959274,18.92532,17.2759,16.56983,16.26022,16.08938,STAR,0.001007884,14.411,14.431,-0.019999999999999574,1.6494199999999992,-0.0671,-5.465,-0.745
1237649964069552311,58.5419241605979,-4.84545043772756,19.1654,17.56709,16.92774,16.70421,16.62965,STAR,7.412435e-05,15.118,15.166,-0.04800000000000004,1.5983100000000015,0.4523,4.591,-2.886
1237651272958541859,122.608078965325,48.4400131069157,18.59266,17.60255,17.19375,17.04646,16.96286,STAR,-0.0004785,15.714,15.601,0.11299999999999955,0.9901099999999978,0.107,1.791,-8.211
1237648705653571764,189.752373719838,0.860556072007496,19.3513,19.03833,18.94414,18.74058,18.72951,QSO,1.58475,15.491,14.048,1.4429999999999996,0.31296999999999997,-0.2324,0.034,0.026
1237651252581433405,227.103517409629,59.3733186406121,19.06858,18.22997,17.92678,17.838,17.85916,STAR,-0.0004201179,16.538,16.416,0.12199999999999989,0.8386099999999992,0.3266,3.273,-0.272
1237651701378056401,130.41722392031,53.7105636784718,19.78162,19.3496,19.23243,19.26441,19.02681,QSO,0.8426618,15.229,14.489,0.7399999999999984,0.4320200000000014,-0.4799,0.226,0.206
1237651066814857492,177.183784997949,65.1182719509284,21.03605,20.49889,20.42456,20.18263,19.86424,QSO,2.249376,16.49,15.342,1.147999999999998,0.5371600000000001,0.0821,0.339,0.986
1237651252559085881,128.549095571538,51.5969075598506,20.93445,20.64549,20.42975,20.42425,20.50385,QSO,0.9443358,16.048,15.347,0.7009999999999987,0.28895999999999944,-0.2139,0.168,0.54
1237651213359513844,257.476379175041,61.9715338918848,19.68218,19.44367,19.18083,18.93115,18.90997,QSO,1.856357,16.105,14.928,1.1769999999999996,0.238509999999998,0.1789,-0.18,0.178
1237651066813284591,168.847172417257,64.4325568573055,21.23211,20.38179,20.2419,20.30112,20.0093,QSO,2.822105,17.253,16.639,0.6140000000000008,0.85032,0.2673,-0.177,0.108
1237651252046200881,231.819333240339,56.6837448378515,18.91472,18.84897,18.79196,18.68963,18.5156,QSO,1.971023,15.845,14.575,1.2700000000000014,0.06574999999999775,-0.0748,-0.13,-0.221
1237651066814857455,176.920231738223,65.0605054615452,21.44267,20.89245,20.67451,20.69766,20.03837,QSO,2.209832,18.255,16.504,1.7509999999999977,0.5502199999999995,1.1091,-1.018,-0.94
1237646798138376220,123.039385678518,0.930070447252211,16.73877,15.68268,15.43654,15.38572,15.40208,STAR,0.0001283693,14.444,14.443,0.0010000000000012221,1.0560899999999993,0.4285,-0.222,0.097
1237648720149217394,162.224811282596,-0.987748766912312,16.86535,15.81168,15.47238,15.32898,15.27367,STAR,0.0002749185,14.058,14.086,-0.02800000000000047,1.0536699999999986,0.5616,-15.146,-2.301
1237651272415707613,113.411899336491,36.6195032784395,19.41679,18.34421,18.0573,17.83603,17.72088,STAR,-0.0001865115,16.813,17.158,-0.3450000000000024,1.0725799999999985,0.2271,-2.139,-1.141
1237651271905509549,211.913714896496,64.2050693256214,20.55249,18.32572,17.16495,16.72412,16.43359,STAR,-0.0005718577,14.492,14.536,-0.04399999999999871,2.2267699999999984,0.7205,-0.843,-26.876
1237651251489538277,141.51076716177,57.7495001701491,21.59688,21.37072,20.92941,20.96898,20.58673,QSO,1.192492,16.819,15.588,1.2309999999999999,0.22616000000000014,-1.8628,-3.034,0.826
1237651066814464042,174.874000762839,64.9907127984667,18.90569,18.70673,18.62068,18.46904,18.32648,QSO,2.016008,15.551,14.292,1.2590000000000003,0.19895999999999958,0.1912,-0.034,-0.091
1237651754003726505,164.983920494054,2.53560870953473,19.35421,17.88395,17.23924,16.99143,16.84442,STAR,-0.0001265806,15.188,15.199,-0.010999999999999233,1.4702599999999997,-0.02,-0.607,-3.035
1237648704577863722,185.164375673881,0.0743580690685865,17.55001,17.42367,17.35734,17.19343,16.97589,QSO,2.044347,14.386,13.12,1.266,0.126339999999999,-0.045,0.035,-0.078
1237648720152101220,168.831495450724,-0.887817663765641,21.71592,21.05146,21.05363,21.03724,20.64633,QSO,2.259473,17.435,16.516,0.9190000000000005,0.6644600000000018,-0.1942,1.292,-0.002
1237651066814071569,172.904710853732,64.8378351699632,23.4797,23.13746,21.56961,19.08374,17.70804,STAR,-6.157962e-05,14.729,14.484,0.24499999999999922,0.3422400000000003,5.0572,-0.461,-6.758
1237651252040237174,208.280287992483,63.9116894529308,20.42634,19.52447,19.14295,19.0282,19.02934,STAR,-0.0007932354,17.85,17.374,0.47600000000000264,0.9018699999999988,0.2128,-6.322,-9.319
1237649921118765332,28.2214257850009,14.8172796951781,21.00907,20.68575,20.30579,20.39529,20.15236,QSO,1.108128,16.09,15.136,0.9540000000000006,0.3233200000000025,-0.6329,-0.103,-0.221
1237651540334477575,239.126668513302,56.5247993230643,20.4299,20.01158,19.69381,19.57262,19.43698,QSO,2.310446,17.04,15.795,1.2449999999999992,0.41832000000000136,-0.156,0.064,0.497
1237651272415117338,112.455593030047,35.4444586849213,17.16313,16.10284,15.84074,15.74705,15.7405,STAR,0.0003200657,14.697,14.773,-0.07600000000000051,1.0602899999999984,0.3689,2.588,-6.985
1237648720148693369,160.992022533724,-1.01743508766539,20.56768,19.99869,19.7837,19.77145,19.56967,QSO,2.232522,16.556,15.406,1.1500000000000004,0.5689899999999994,0.0309,0.729,-0.326
1237651272414855266,112.150073344807,34.9444187932663,17.15069,15.69363,15.08376,14.82459,14.70446,STAR,-2.976068e-05,13.152,13.188,-0.036000000000001364,1.4570600000000002,0.249,0.389,-1.105
1237651251492356276,152.212784549088,61.3445336694683,19.68447,18.6953,18.41945,18.30013,18.29601,STAR,0.0004768962,17.27,17.187,0.08299999999999841,0.9891700000000014,0.2623,-2.925,-3.545
1237651252029095952,150.985696498977,61.5047543320889,18.45297,17.34933,16.9827,16.87937,16.82441,STAR,-1.688981e-05,15.689,15.698,-0.009000000000000341,1.1036400000000022,0.2779,0.515,0.868
1237648720690479242,172.279621617215,-0.482618922747103,21.15778,18.5101,17.30406,16.77675,16.44979,STAR,0.0001641923,14.321,14.318,0.0030000000000001137,2.6476799999999976,0.862,-0.634,5.058
1237651272415903992,113.660136867861,36.9454774209751,19.61448,19.58399,19.21145,18.97515,18.49273,QSO,0.3028458,15.089,14.293,0.7960000000000012,0.03049000000000035,-0.4544,0.39,-0.151
1237651252050329816,242.795954552384,49.8255377244543,20.83417,18.18349,17.0443,16.64519,16.42173,STAR,4.498203e-05,14.557,14.591,-0.03399999999999892,2.6506800000000013,0.9332,-0.625,-3.646
1237651249902190676,239.513758129312,49.9729098911631,18.97927,18.06876,17.80935,17.7285,17.69871,STAR,-0.0008225253,16.58,16.995,-0.4150000000000027,0.9105099999999986,0.1774,-1.497,-6.08
1237649919504810077,20.1495515255799,14.1984173943545,20.2496,19.54575,19.45371,19.42345,19.1485,QSO,2.409002,16.492,15.945,0.5470000000000006,0.7038499999999992,0.3487,-0.47,0.166
1237648704578256916,186.033936615198,0.0057076612267084,18.76134,17.27291,16.74922,16.59132,16.47496,STAR,-0.0001729351,15.166,15.241,-0.07499999999999929,1.488430000000001,0.368,-1.667,-2.602
1237651251486196175,131.76723125402,52.4458714414653,24.18842,21.64056,20.19025,19.21268,18.6672,STAR,3.182467e-05,15.98,15.861,0.11899999999999977,2.54786,1.3608,-0.479,-2.241
1237651212288852139,260.110386887419,54.9509650432657,17.88696,17.69387,17.55514,17.68385,17.58846,QSO,0.9050049,13.584,12.338,1.2460000000000004,0.19308999999999799,0.0265,0.053,-0.041
1237651203157721133,198.64491706548,-0.478148508162185,18.06167,16.53055,15.95498,15.76055,15.65559,STAR,-8.02035e-05,14.256,14.307,-0.051000000000000156,1.5311199999999978,0.9193,-15.805,-1.778
1237651701378515244,131.5044012473,54.4377429800768,20.5162,20.74933,21.01743,20.53283,22.94236,QSO,1.881916,15.589,14.926,0.6630000000000003,-0.23312999999999917,0.4262,0.37,-0.101
1237646798138639081,123.725028451411,0.969153097354116,21.53403,18.78657,17.42054,16.81936,16.47526,STAR,3.208825e-05,14.292,14.205,0.08699999999999974,2.7474600000000002,1.0626,-1.492,4.63
1237648704577470596,184.284998624324,0.179031290036269,22.67799,19.98216,18.57451,17.3524,16.6631,STAR,-3.793448e-08,14.311,14.163,0.1479999999999997,2.695830000000001,2.286,29.017,-19.818
1237651252047249528,234.851738998219,55.0084898444053,19.89052,19.79521,19.50227,19.45837,19.34246,QSO,1.331073,15.798,14.571,1.2270000000000003,0.09530999999999779,-0.1645,-0.08,0.391
1237651700841382475,131.424438573012,53.773428180414,23.01721,21.25655,20.29597,19.90348,19.81279,STAR,-0.0008526241,16.639,16.968,-0.3290000000000006,1.760659999999998,0.5737,-5.686,-6.601
1237648721222697009,161.639229534509,-0.111928493330545,19.5775,18.53526,18.15818,18.00863,17.9714,STAR,0.0005857185,15.977,16.489,-0.5120000000000005,1.0422399999999996,0.1381,-11.706,-9.204
1237648704577732659,184.956985534292,0.156360266610548,18.15079,16.77761,16.2215,16.02345,15.91957,STAR,0.0003043607,14.422,14.511,-0.08899999999999864,1.3731800000000014,0.7329,-8.248,-4.224
1237651272415183069,112.619127356883,35.6198714317926,19.22803,18.21847,17.67894,17.47624,17.40686,STAR,0.0001328355,15.922,15.955,-0.032999999999999474,1.0095600000000005,0.3636,2.27,-24.277
1237651539252346961,203.751570604242,66.7048131112233,21.06025,19.2379,18.52394,18.24189,18.11352,STAR,-0.0001958077,16.555,16.63,-0.07499999999999929,1.8223500000000001,0.5467,-5.473,-2.893
1237651252048625829,238.736624333044,52.6985820428302,18.38169,17.44654,17.16184,17.0583,17.02813,STAR,-0.0004873717,15.959,16.125,-0.16600000000000037,0.9351500000000001,0.1585,-12.749,-3.635
1237650371551887499,171.389799706007,-1.62560926619087,19.746,17.6928,16.80819,16.49236,16.31304,STAR,-0.0001346063,14.549,14.595,-0.04600000000000115,2.0532000000000004,0.9306,4.807,-8.222
1237650371552477211,172.651274011631,-1.62531535412962,18.70841,17.54517,17.07199,16.87029,16.78082,STAR,0.0003842298,15.347,15.395,-0.04800000000000004,1.1632400000000018,0.0862,-5.85,-7.812
1237651700841513094,131.687758561098,53.9008904558779,19.00957,18.11644,17.83367,17.74088,17.67765,STAR,-0.0008467567,16.604,16.846,-0.24200000000000088,0.8931299999999993,-0.0077,0.605,-15.747
1237648721219551336,154.388382115115,-0.0292469703871962,19.50942,17.5641,16.60739,16.10064,15.76186,QSO,0.06103761,12.922,12.4,0.5220000000000002,1.9453199999999988,0.5805,1.173,1.317
1237651252039909515,206.756537942315,64.0846310321854,19.81512,19.51607,19.29072,19.24631,19.08749,QSO,0.91478,15.463,14.655,0.8079999999999998,0.29905000000000115,0.3217,-0.642,-0.443
1237651250409308430,125.621835657747,46.5235720942438,25.58422,20.86768,19.33353,18.33506,17.83988,STAR,4.99197e-05,15.5,15.355,0.14499999999999957,4.716539999999998,1.4676,-9.677,-4.602
1237651252557972034,125.889388030763,49.7343427738618,22.93658,21.37329,20.57819,20.19318,19.77292,QSO,2.19705,16.248,15.229,1.019000000000002,1.5632899999999985,-0.0786,0.573,-0.014
1237651252585955426,240.429522385158,52.2779746485969,18.4395,16.76702,16.14296,15.93371,15.84551,STAR,-4.818751e-05,14.257,14.263,-0.006000000000000227,1.6724800000000002,0.7762,-5.312,3.781
1237651702450749481,126.691296702855,52.3961755928322,20.65115,20.17093,19.82399,19.65442,19.49614,QSO,1.191319,15.631,14.66,0.9710000000000001,0.48022000000000276,0.1601,0.048,-0.027
1237648720151773656,168.058841521232,-0.958245858493267,21.18625,20.64085,20.54327,20.44675,20.37397,QSO,2.573455,17.68,16.671,1.0090000000000003,0.5454000000000008,-0.1924,-0.671,0.38
1237649918969315778,23.3876427099776,13.5434903815919,23.67034,21.26443,21.03053,21.05303,21.25658,QSO,2.923686,17.277,16.869,0.40800000000000125,2.4059099999999987,-1.5753,1.391,0.717
1237651252025819339,138.907658169859,57.1855181952319,20.54401,20.31027,20.16199,19.92157,19.88807,QSO,1.923499,16.94,15.537,1.4030000000000005,0.23374000000000095,-0.485,-0.189,0.031
1237649918968659994,21.873388793583,13.6619413885473,18.57647,18.34323,18.36593,18.48586,18.40413,QSO,0.8577651,14.196,13.27,0.9260000000000002,0.2332400000000021,0.2072,-0.112,-0.096
1237651252586479816,241.779627420359,51.4001039609632,20.4618,19.60769,19.68752,19.58542,19.19227,QSO,2.428554,16.308,15.65,0.6579999999999995,0.8541099999999986,-0.1109,0.102,-0.377
1237648704578191376,185.901537768358,0.145036438800279,16.0238,15.09469,14.80986,14.6965,14.6701,STAR,0.0004771756,13.538,13.498,0.040000000000000924,0.9291100000000014,0.7172,-19.836,-23.418
1237649964068372726,55.7269642380307,-5.10904142848819,21.01369,20.24262,19.96965,19.82209,19.49294,QSO,2.305621,16.504,15.324,1.1800000000000015,0.7710700000000017,2.3683,-0.089,-2.053
1237651250407801214,122.574396557267,43.733216948069,21.07419,20.38848,20.27826,20.19906,19.91324,QSO,2.281198,16.502,15.651,0.8509999999999991,0.6857100000000003,-0.1727,1.376,0.533
1237651273499541672,131.729918817046,56.1846429496798,20.86794,19.1403,18.38428,18.1162,17.93708,STAR,-5.648983e-05,16.472,16.285,0.18700000000000117,1.727640000000001,0.5226,-1.995,-3.219
1237650371552477277,172.735896855745,-1.64056457304365,17.87404,16.65859,16.1382,15.9065,15.78552,STAR,0.001345989,14.272,14.274,-0.0019999999999988916,1.2154500000000006,0.0018,-6.175,-2.642
1237651252048101521,237.4294499223,53.7422733464098,19.2996,19.16569,19.22872,18.93478,18.6214,QSO,0.4258772,14.525,13.388,1.1370000000000005,0.1339100000000002,-0.091,0.36,0.283
1237651252584448095,236.491058647434,54.9085869309392,20.59636,20.25211,20.21697,20.1432,19.96008,QSO,2.208209,17.259,16.054,1.2050000000000018,0.3442500000000024,0.5519,-0.942,0.629
1237651252026868063,142.778580987341,58.6643322092522,20.8492,20.62764,20.35921,20.05733,20.3048,QSO,1.529067,16.384,15.372,1.0120000000000005,0.2215600000000002,-0.1082,-0.444,1.131
1237648705130791173,221.883008246792,0.620339615211806,20.78834,19.87731,19.45557,19.28134,19.20785,STAR,0.0007233467,17.749,17.283,0.4659999999999975,0.9110300000000002,-0.4324,-5.63,1.957
1237651252025884915,139.277636477039,57.3204772888899,23.3731,21.59488,20.06198,18.17044,17.07023,STAR,0.0001048775,14.327,14.112,0.21499999999999986,1.778220000000001,6.0375,-57.662,0.565
1237648722828591290,150.935501715944,1.14792270014947,20.67709,18.37047,17.20763,16.70629,16.41771,STAR,8.291146e-05,14.396,14.436,-0.03999999999999915,2.306619999999999,1.0529,-3.179,2.617
1237651066812825689,166.289788300622,64.1650351585514,20.14982,19.74908,19.68457,19.75407,19.70896,QSO,0.7080979,15.553,14.698,0.8550000000000004,0.400739999999999,0.4514,-0.404,-0.329
1237651272958279812,122.141534777416,47.9069755487629,21.88206,19.8803,18.94684,18.54356,18.28954,STAR,8.113682e-05,14.797,14.565,0.2320000000000011,2.001760000000001,-0.2323,0.749,-3.921
1237651252041285756,213.339346238143,63.0083504214728,19.54738,19.38444,19.28754,19.10142,18.89232,QSO,2.030028,15.959,14.79,1.1690000000000005,0.16293999999999897,-0.4146,0.052,0.567
1237651066812170475,163.169394246448,63.5704947299248,20.85865,20.20202,19.95177,19.97288,19.75973,QSO,0.878664,15.959,14.961,0.9979999999999993,0.6566299999999998,1.1851,0.203,-0.692
1237651272417018177,115.137599083285,39.2619075897347,20.05597,19.68058,19.60868,19.47412,19.25988,QSO,0.7461339,14.802,13.91,0.8919999999999995,0.37538999999999945,0.0143,0.108,0.079
1237651252048953473,239.754499014014,52.2672286989736,18.15828,16.39621,15.58085,15.27845,15.22151,STAR,-0.0002164164,13.582,13.571,0.011000000000001009,1.7620700000000014,0.9552,-0.025,0.691
1237651272416821589,114.992494633018,38.7981289888948,22.5953,19.89152,18.6969,18.31677,18.07823,STAR,0.0001998874,16.118,16.541,-0.4230000000000018,2.703780000000002,0.7708,-3.042,-7.923
1237651204231331860,198.255665057806,0.233299292928535,16.89502,15.49145,14.98841,14.82459,14.76979,STAR,-2.450314e-05,13.442,13.452,-0.009999999999999787,1.4035699999999984,1.0709,5.506,-13.159
1237651066811253042,158.843286202484,62.9844070585275,20.50425,20.44262,20.0048,19.87237,19.44378,QSO,1.138105,15.429,14.089,1.3399999999999999,0.06162999999999741,-0.0317,-0.111,-0.193
1237651539252084778,202.367255798582,66.8994261133817,17.34268,15.93528,15.39938,15.21028,15.14285,STAR,-0.0004615604,13.737,13.803,-0.06600000000000072,1.4074000000000009,1.0739,-12.543,-5.666
1237648720685957171,161.954749679449,-0.483262052876162,17.05778,16.01044,15.69783,15.58869,15.56961,STAR,8.162171e-06,14.439,14.427,0.012000000000000455,1.047340000000002,0.521,-4.404,1.37
1237648720151117971,166.632381386884,-0.881213637693984,16.39398,16.22292,16.42408,16.38773,16.20318,QSO,0.4237695,12.181,11.033,1.1479999999999997,0.17106000000000066,-0.0971,0.037,-0.051
1237649919502254738,14.2662827571914,14.4038665937436,22.73508,20.46754,20.03502,19.77094,19.81363,QSO,2.968153,17.04,15.967,1.0729999999999986,2.2675400000000003,0.2598,-0.443,0.077
1237648705655603565,194.34956175641,0.930260239977711,21.43172,21.005,20.72648,20.57135,20.23416,QSO,1.324067,16.005,14.878,1.126999999999999,0.42671999999999954,-1.8338,-0.442,0.971
1237651251489538465,141.661369815962,57.6159088354578,23.91738,20.78899,19.92133,19.53274,19.35291,STAR,-0.0004392154,17.566,16.997,0.5689999999999991,3.128390000000003,0.4207,-4.224,-8.615
